date,l,m,h,na,sum
2013-06-29,223,61,27,0,311
2013-06-30,293,139,55,0,487
2013-07-01,374,196,52,0,622
2013-07-02,467,127,9,0,603
2013-07-03,419,159,20,0,598
2013-07-04,447,74,27,0,548
2013-07-05,386,50,20,0,456
2013-07-06,473,70,29,0,572
2013-07-07,319,119,3,0,441
2013-07-08,276,62,5,0,343
2013-07-09,240,62,1,0,303
2013-07-10,405,97,54,0,556
2013-07-11,234,96,80,0,410
2013-07-12,369,54,3,0,426
2013-07-13,311,28,10,0,349
2013-07-14,221,9,9,0,239
2013-07-15,323,26,7,0,356
2013-07-16,385,21,6,0,412
2013-07-17,71,19,2,0,92
2013-07-18,168,22,5,0,195
2013-07-19,154,56,20,0,230
2013-07-20,140,76,16,0,232
2013-07-21,118,28,4,0,150
2013-07-22,157,23,5,0,185
2013-07-23,212,13,3,0,228
2013-07-24,99,6,0,0,105
2013-07-25,123,9,0,0,132
2013-07-26,209,40,5,0,254
2013-07-27,219,29,10,0,258
2013-07-28,237,25,5,0,267
2013-07-29,216,45,27,0,288
2013-07-30,201,66,10,0,277
2013-07-31,225,27,4,0,256
2013-08-01,337,20,0,0,357
2013-08-02,357,19,1,0,377
2013-08-03,287,28,2,0,317
2013-08-04,335,50,5,0,390
2013-08-05,109,32,5,0,146
2013-08-06,58,51,1,0,110
2013-08-07,133,70,4,0,207
2013-08-08,210,32,12,0,254
2013-08-09,303,75,9,0,387
2013-08-10,196,106,22,0,324
2013-08-11,180,136,41,0,357
2013-08-12,195,129,13,0,337
2013-08-13,119,266,18,0,403
2013-08-14,250,113,18,0,381
2013-08-15,310,136,36,0,482
2013-08-16,351,223,33,0,607
2013-08-17,317,101,16,0,434
2013-08-18,236,169,9,0,414
2013-08-19,231,226,11,0,468
2013-08-20,320,185,12,0,517
2013-08-21,367,116,41,0,524
2013-08-22,445,45,15,0,505
2013-08-23,354,77,21,0,452
2013-08-24,356,93,15,0,464
2013-08-25,556,60,19,0,635
2013-08-26,435,38,14,0,487
2013-08-27,127,27,3,0,157
2013-08-28,129,22,9,0,160
2013-08-29,112,73,2,0,187
2013-08-30,215,39,2,0,256
2013-08-31,260,24,10,0,294
2013-09-01,199,36,15,0,250
2013-09-02,225,22,1,0,248
2013-09-03,324,60,0,0,384
2013-09-04,223,47,0,0,270
2013-09-05,226,75,0,0,301
2013-09-06,295,36,0,0,331
2013-09-07,284,33,0,0,317
2013-09-08,111,2,0,0,113
2013-09-09,137,2,1,0,140
2013-09-10,236,16,0,0,252
2013-09-11,188,16,0,0,204
2013-09-12,117,0,0,0,117
2013-09-13,104,2,0,0,106
2013-09-14,64,2,0,0,66
2013-09-15,28,1,0,0,29
2013-09-16,33,2,0,0,35
2013-09-17,71,0,0,0,71
2013-09-18,11,0,0,0,11
2013-09-19,11,0,0,0,11
2013-09-20,3,0,0,0,3
2013-09-21,1,0,0,0,1
2013-09-23,2,0,0,0,2
2013-09-24,3,0,0,0,3
2013-09-25,4,0,0,0,4
2013-09-26,4,0,0,0,4
2013-09-27,12,0,0,0,12
2013-09-28,3,0,0,0,3
2013-09-29,1,0,0,0,1
2013-10-01,1,0,0,0,1
2013-10-02,2,0,0,0,2
2013-10-03,1,0,0,0,1
2013-10-04,6,0,0,0,6
2013-10-05,4,0,0,0,4
2013-10-06,15,0,0,0,15
2013-10-07,16,1,0,0,17
2013-10-08,5,0,0,0,5
2013-10-09,3,0,0,0,3
2013-10-10,2,0,0,0,2
2013-10-11,4,0,0,0,4
2013-10-12,1,0,0,0,1
2013-10-13,3,0,0,0,3
2013-10-14,1,1,0,0,2
2013-10-15,5,0,0,0,5
2013-10-16,2,0,0,0,2
2013-10-17,4,0,0,0,4
2013-10-18,4,0,0,0,4
2013-10-19,1,0,0,0,1
2013-10-20,2,0,0,0,2
2013-10-21,8,0,0,0,8
2013-10-22,10,0,0,0,10
2013-10-23,7,1,0,0,8
2013-10-24,17,0,0,0,17
2013-10-25,19,1,0,0,20
2013-10-26,5,0,0,0,5
2013-10-27,2,0,0,0,2
2013-10-28,4,0,0,0,4
2013-10-29,12,0,0,0,12
2013-10-30,7,1,0,0,8
2013-10-31,4,1,0,0,5
2013-11-01,1,1,0,0,2
2013-11-02,2,0,0,0,2
2013-11-04,1,0,0,0,1
2013-11-07,2,0,0,0,2
2013-11-08,3,0,0,0,3
2013-11-09,10,0,0,0,10
2013-11-10,4,1,0,0,5
2013-11-11,2,0,0,0,2
2013-11-13,5,0,0,0,5
2013-11-14,4,0,0,0,4
2013-11-15,1,0,0,0,1
2013-11-16,1,0,0,0,1
2013-11-19,1,0,0,0,1
2013-11-20,1,0,0,0,1
2013-11-23,1,0,0,0,1
2013-12-02,1,0,0,0,1
2013-12-04,1,0,0,0,1
2013-12-05,2,0,0,0,2
2013-12-06,1,0,0,0,1
2013-12-12,3,0,0,0,3
2013-12-13,1,0,0,0,1
2013-12-17,2,0,0,0,2
2013-12-18,4,0,0,0,4
2013-12-19,9,0,0,0,9
2014-01-02,1,0,0,0,1
2014-01-03,1,0,0,0,1
2014-01-04,0,2,0,0,2
2014-01-05,3,2,0,0,5
2014-01-08,1,0,0,0,1
2014-01-14,3,0,0,0,3
2014-01-15,2,0,0,0,2
2014-01-16,7,2,0,0,9
2014-01-17,5,1,0,0,6
2014-01-18,7,0,0,0,7
2014-01-19,5,0,0,0,5
2014-01-20,5,0,0,0,5
2014-01-22,8,0,0,0,8
2014-01-23,4,0,0,0,4
2014-01-24,7,0,0,0,7
2014-01-25,2,0,0,0,2
2014-01-26,3,0,0,0,3
2014-01-27,1,0,0,0,1
2014-01-31,1,0,0,0,1
2014-02-01,1,0,0,0,1
2014-02-02,1,0,0,0,1
2014-02-05,2,0,0,0,2
2014-02-06,1,0,0,0,1
2014-02-10,3,0,0,0,3
2014-02-15,1,0,0,0,1
2014-02-17,5,0,0,0,5
2014-02-19,2,0,0,0,2
2014-02-20,3,0,0,0,3
2014-02-21,1,0,0,0,1
2014-02-22,2,0,0,0,2
2014-02-24,1,0,0,0,1
2014-02-25,2,0,0,0,2
2014-02-26,3,0,0,0,3
2014-02-27,4,0,0,0,4
2014-02-28,4,0,0,0,4
2014-03-01,4,0,0,0,4
2014-03-02,5,0,0,0,5
2014-03-03,1,0,0,0,1
2014-03-06,1,0,0,0,1
2014-03-08,5,0,0,0,5
2014-03-09,4,0,0,0,4
2014-03-10,14,0,0,0,14
2014-03-11,19,0,0,0,19
2014-03-13,6,1,0,0,7
2014-03-14,32,0,0,0,32
2014-03-15,6,0,0,0,6
2014-03-16,1,0,0,0,1
2014-03-19,9,1,0,0,10
2014-03-20,9,3,0,0,12
2014-03-21,5,1,0,0,6
2014-03-22,4,0,0,0,4
2014-03-24,4,3,0,0,7
2014-03-25,11,4,0,0,15
2014-03-26,9,1,0,0,10
2014-03-27,11,0,0,0,11
2014-03-28,18,0,0,0,18
2014-03-29,2,0,0,0,2
2014-03-31,4,0,0,0,4
2014-04-01,35,0,0,0,35
2014-04-02,27,0,0,0,27
2014-04-03,23,0,0,0,23
2014-04-04,21,0,0,0,21
2014-04-05,12,0,0,0,12
2014-04-06,13,0,0,0,13
2014-04-07,50,0,0,0,50
2014-04-08,60,0,0,0,60
2014-04-09,2,0,0,0,2
2014-04-10,7,0,0,0,7
2014-04-11,55,4,0,0,59
2014-04-12,75,0,0,0,75
2014-04-13,5,2,0,0,7
2014-04-14,7,6,5,0,18
2014-04-15,20,9,0,0,29
2014-04-16,3,0,0,0,3
2014-04-17,6,0,0,0,6
2014-04-18,40,4,0,0,44
2014-04-19,52,0,0,0,52
2014-04-20,24,0,0,0,24
2014-04-21,2,0,0,0,2
2014-04-22,140,85,0,0,225
2014-04-23,52,0,0,0,52
2014-04-24,100,4,0,0,104
2014-04-25,106,18,0,0,124
2014-04-26,170,1,0,0,171
2014-04-27,122,43,0,0,165
2014-04-28,151,19,0,0,170
2014-04-29,16,0,0,0,16
2014-04-30,5,1,0,0,6
2014-05-02,4,0,0,0,4
2014-05-03,8,0,0,0,8
2014-05-04,6,0,0,0,6
2014-05-05,13,2,0,0,15
2014-05-06,6,1,0,0,7
2014-05-07,1,1,0,0,2
2014-05-08,17,0,0,0,17
2014-05-09,52,5,0,0,57
2014-05-10,77,0,0,0,77
2014-05-11,122,0,0,0,122
2014-05-12,94,1,0,0,95
2014-05-13,29,1,0,0,30
2014-05-14,7,1,0,0,8
2014-05-15,49,2,0,0,51
2014-05-16,10,2,0,0,12
2014-05-17,26,0,0,0,26
2014-05-18,25,1,0,0,26
2014-05-19,18,1,0,0,19
2014-05-20,40,0,1,0,41
2014-05-21,38,3,1,0,42
2014-05-22,45,12,0,0,57
2014-05-23,56,14,0,0,70
2014-05-24,33,10,0,0,43
2014-05-25,62,9,1,0,72
2014-05-26,51,14,2,0,67
2014-05-27,65,10,10,0,85
2014-05-28,20,10,1,0,31
2014-05-29,232,0,0,0,232
2014-05-30,271,14,0,0,285
2014-05-31,68,9,0,0,77
2014-06-01,57,6,0,0,63
2014-06-02,66,0,0,0,66
2014-06-03,43,0,0,0,43
2014-06-04,52,3,0,0,55
2014-06-05,64,4,0,0,68
2014-06-06,27,2,0,0,29
2014-06-07,6,2,0,0,8
2014-06-08,17,2,1,0,20
2014-06-09,34,9,1,0,44
2014-06-10,42,4,1,0,47
2014-06-11,20,2,0,0,22
2014-06-12,51,2,0,0,53
2014-06-13,85,0,0,0,85
2014-06-14,10,0,1,0,11
2014-06-15,7,0,1,0,8
2014-06-16,17,0,0,0,17
2014-06-17,32,0,0,0,32
2014-06-18,57,5,4,0,66
2014-06-19,62,2,1,0,65
2014-06-20,50,11,1,0,62
2014-06-21,26,15,0,0,41
2014-06-22,38,4,0,0,42
2014-06-23,42,6,0,0,48
2014-06-24,84,1,0,0,85
2014-06-25,50,3,0,0,53
2014-06-26,40,7,0,0,47
2014-06-27,58,22,2,0,82
2014-06-28,62,9,5,0,76
2014-06-29,49,34,9,0,92
2014-06-30,109,52,23,0,184
2014-07-01,136,51,13,0,200
2014-07-02,204,44,22,0,270
2014-07-03,281,39,26,0,346
2014-07-04,308,10,0,0,318
2014-07-05,208,10,0,0,218
2014-07-06,113,11,0,0,124
2014-07-07,139,25,7,0,171
2014-07-08,44,16,31,0,91
2014-07-09,56,55,28,0,139
2014-07-10,118,93,21,0,232
2014-07-11,171,35,12,0,218
2014-07-12,88,53,20,0,161
2014-07-13,163,63,24,0,250
2014-07-14,137,128,3,0,268
2014-07-15,151,10,37,0,198
2014-07-16,152,48,95,0,295
2014-07-17,130,134,157,0,421
2014-07-18,338,196,35,0,569
2014-07-19,338,103,2,0,443
2014-07-20,309,143,72,0,524
2014-07-21,284,248,101,0,633
2014-07-22,315,215,61,0,591
2014-07-23,501,102,32,0,635
2014-07-24,346,32,57,0,435
2014-07-25,331,36,105,0,472
2014-07-26,345,54,38,0,437
2014-07-27,226,108,56,0,390
2014-07-28,46,155,52,0,253
2014-07-29,290,98,11,0,399
2014-07-30,369,61,52,0,482
2014-07-31,300,130,63,0,493
2014-08-01,111,190,142,0,443
2014-08-02,66,279,89,0,434
2014-08-03,157,273,126,0,556
2014-08-04,134,168,85,0,387
2014-08-05,253,51,52,0,356
2014-08-06,167,80,3,0,250
2014-08-07,173,130,31,0,334
2014-08-08,113,147,108,0,368
2014-08-09,136,110,134,0,380
2014-08-10,212,129,67,0,408
2014-08-11,241,45,67,0,353
2014-08-12,259,51,15,0,325
2014-08-13,261,18,16,0,295
2014-08-14,383,84,17,0,484
2014-08-15,193,69,2,0,264
2014-08-16,328,54,17,0,399
2014-08-17,163,53,20,0,236
2014-08-18,227,31,40,0,298
2014-08-19,267,62,30,0,359
2014-08-20,114,50,0,0,164
2014-08-21,183,19,1,0,203
2014-08-22,74,17,20,0,111
2014-08-23,36,11,16,0,63
2014-08-24,142,14,2,0,158
2014-08-25,143,17,12,0,172
2014-08-26,109,35,11,0,155
2014-08-27,59,10,1,0,70
2014-08-28,27,18,3,0,48
2014-08-29,52,5,3,0,60
2014-08-30,117,15,1,0,133
2014-08-31,56,2,0,0,58
2014-09-01,30,3,1,0,34
2014-09-02,22,5,0,0,27
2014-09-03,34,13,4,0,51
2014-09-04,14,7,2,0,23
2014-09-05,24,7,1,0,32
2014-09-06,18,8,5,0,31
2014-09-07,36,5,6,0,47
2014-09-08,43,4,6,0,53
2014-09-09,48,20,0,0,68
2014-09-10,59,11,1,0,71
2014-09-11,33,4,1,0,38
2014-09-12,24,11,1,0,36
2014-09-13,26,9,0,0,35
2014-09-14,58,10,0,0,68
2014-09-15,105,12,6,0,123
2014-09-16,69,52,6,0,127
2014-09-17,117,3,3,0,123
2014-09-18,95,3,12,0,110
2014-09-19,100,40,9,0,149
2014-09-20,133,13,8,0,154
2014-09-21,84,15,5,0,104
2014-09-22,75,33,15,0,123
2014-09-23,92,3,0,0,95
2014-09-24,36,3,0,0,39
2014-09-25,92,3,0,0,95
2014-09-26,128,6,0,0,134
2014-09-27,150,0,0,0,150
2014-09-28,172,0,0,0,172
2014-09-29,120,2,0,0,122
2014-09-30,2,0,0,0,2
2014-10-02,1,0,0,0,1
2014-10-03,3,0,0,0,3
2014-10-04,2,0,0,0,2
2014-10-05,4,0,0,0,4
2014-10-06,4,0,0,0,4
2014-10-07,3,0,0,0,3
2014-10-08,12,0,0,0,12
2014-10-09,1,0,0,0,1
2014-10-10,2,1,0,0,3
2014-10-11,4,2,0,0,6
2014-10-12,26,0,0,0,26
2014-10-13,6,0,0,0,6
2014-10-14,3,0,0,0,3
2014-10-15,1,0,0,0,1
2014-10-17,1,0,0,0,1
2014-10-18,13,0,0,0,13
2014-10-19,2,0,0,0,2
2014-10-20,4,0,0,0,4
2014-10-21,3,1,0,0,4
2014-10-22,5,0,0,0,5
2014-10-23,3,0,0,0,3
2014-10-24,2,0,0,0,2
2014-10-25,5,0,0,0,5
2014-10-26,8,0,0,0,8
2014-10-27,21,0,0,0,21
2014-10-28,25,0,0,0,25
2014-10-29,22,0,0,0,22
2014-10-30,40,0,0,0,40
2014-10-31,4,0,0,0,4
2014-11-01,2,0,0,0,2
2014-11-02,1,0,0,0,1
2014-11-03,1,0,0,0,1
2014-11-04,1,0,0,0,1
2014-11-06,1,0,0,0,1
2014-11-07,2,0,0,0,2
2014-11-08,1,0,0,0,1
2014-11-09,3,0,0,0,3
2014-11-10,2,0,0,0,2
2014-11-11,1,0,0,0,1
2014-11-12,2,0,0,0,2
2014-11-13,3,0,0,0,3
2014-11-14,1,0,0,0,1
2014-11-16,1,0,0,0,1
2014-11-18,2,1,0,0,3
2014-11-19,2,0,0,0,2
2014-11-20,3,0,0,0,3
2014-11-21,2,0,0,0,2
2014-11-28,2,0,0,0,2
2014-11-29,1,0,0,0,1
2014-12-01,1,0,0,0,1
2014-12-07,2,0,0,0,2
2014-12-08,1,0,0,0,1
2014-12-09,1,0,0,0,1
2014-12-10,2,0,0,0,2
2014-12-11,3,0,0,0,3
2014-12-12,1,0,0,0,1
2014-12-14,1,0,0,0,1
2014-12-15,1,0,0,0,1
2014-12-23,1,0,0,0,1
2014-12-26,1,0,0,0,1
2014-12-30,1,0,0,0,1
2015-01-07,1,0,0,0,1
2015-01-17,1,0,0,0,1
2015-01-18,1,0,0,0,1
2015-01-19,1,0,0,0,1
2015-01-21,3,0,0,0,3
2015-01-25,1,0,0,0,1
2015-01-27,2,0,0,0,2
2015-01-28,1,1,0,0,2
2015-01-29,1,0,0,0,1
2015-01-30,2,0,0,0,2
2015-01-31,3,0,0,0,3
2015-02-05,4,0,0,0,4
2015-02-06,1,0,0,0,1
2015-02-07,2,2,0,0,4
2015-02-08,2,0,0,0,2
2015-02-09,1,0,0,0,1
2015-02-10,1,1,0,0,2
2015-02-11,26,0,0,0,26
2015-02-12,57,2,0,0,59
2015-02-13,13,0,0,0,13
2015-02-14,15,0,0,0,15
2015-02-15,13,0,0,0,13
2015-02-16,1,0,0,0,1
2015-02-17,1,0,0,0,1
2015-02-18,3,0,0,0,3
2015-02-19,3,0,0,0,3
2015-02-22,1,0,0,0,1
2015-02-23,1,0,0,0,1
2015-02-26,1,0,0,0,1
2015-02-28,1,0,0,0,1
2015-03-02,1,0,0,0,1
2015-03-03,1,0,0,0,1
2015-03-04,9,0,0,0,9
2015-03-05,4,0,0,0,4
2015-03-06,5,0,0,0,5
2015-03-07,1,0,0,0,1
2015-03-10,14,0,0,0,14
2015-03-11,23,0,0,0,23
2015-03-12,8,0,0,0,8
2015-03-15,5,0,0,0,5
2015-03-16,3,0,0,0,3
2015-03-17,5,0,0,0,5
2015-03-20,5,0,0,0,5
2015-03-22,15,0,0,0,15
2015-03-23,6,0,0,0,6
2015-03-24,4,0,0,0,4
2015-03-25,7,0,0,0,7
2015-03-26,2,0,0,0,2
2015-03-27,13,0,0,0,13
2015-03-28,17,0,0,0,17
2015-03-29,14,0,0,0,14
2015-03-30,11,0,0,0,11
2015-03-31,24,0,0,0,24
2015-04-01,57,2,0,0,59
2015-04-02,19,0,0,0,19
2015-04-03,4,0,0,0,4
2015-04-04,133,1,0,0,134
2015-04-05,2,19,0,0,21
2015-04-06,13,19,0,0,32
2015-04-07,42,2,0,0,44
2015-04-09,16,0,0,0,16
2015-04-10,9,1,0,0,10
2015-04-11,82,19,0,0,101
2015-04-12,21,23,0,0,44
2015-04-13,49,0,0,0,49
2015-04-14,58,0,0,0,58
2015-04-15,24,0,0,0,24
2015-04-16,3,0,0,0,3
2015-04-17,40,15,0,0,55
2015-04-18,197,23,0,0,220
2015-04-19,217,57,10,0,284
2015-04-20,209,104,10,0,323
2015-04-21,298,113,0,0,411
2015-04-22,290,67,33,0,390
2015-04-23,180,14,0,0,194
2015-04-24,186,0,0,0,186
2015-04-25,43,0,0,0,43
2015-04-26,132,32,0,0,164
2015-04-27,9,33,0,0,42
2015-04-28,44,4,2,0,50
2015-04-29,148,9,0,0,157
2015-04-30,277,1,0,0,278
2015-05-01,290,1,0,0,291
2015-05-02,197,0,0,0,197
2015-05-03,256,0,0,0,256
2015-05-04,191,26,0,0,217
2015-05-05,136,36,0,0,172
2015-05-06,180,9,0,0,189
2015-05-07,231,25,0,0,256
2015-05-08,90,12,10,0,112
2015-05-09,173,0,0,0,173
2015-05-10,164,0,0,0,164
2015-05-11,120,0,0,0,120
2015-05-12,105,0,0,0,105
2015-05-13,109,2,3,0,114
2015-05-14,110,2,0,0,112
2015-05-15,125,1,0,0,126
2015-05-16,127,0,0,0,127
2015-05-17,148,0,0,0,148
2015-05-18,129,1,0,0,130
2015-05-19,54,3,0,0,57
2015-05-20,117,2,0,0,119
2015-05-21,161,68,1,0,230
2015-05-22,103,145,5,0,253
2015-05-23,89,34,2,0,125
2015-05-24,162,28,2,0,192
2015-05-25,70,50,13,0,133
2015-05-26,79,61,1,0,141
2015-05-27,113,119,0,0,232
2015-05-28,155,72,0,0,227
2015-05-29,89,4,0,0,93
2015-05-30,69,18,2,0,89
2015-05-31,75,23,6,0,104
2015-06-01,86,35,2,0,123
2015-06-02,13,16,0,0,29
2015-06-03,33,1,0,0,34
2015-06-04,79,2,1,0,82
2015-06-05,108,16,1,0,125
2015-06-06,129,23,1,0,153
2015-06-07,196,79,3,0,278
2015-06-08,109,52,15,0,176
2015-06-09,73,97,98,0,268
2015-06-10,181,75,24,0,280
2015-06-11,207,44,3,0,254
2015-06-12,206,18,2,0,226
2015-06-13,183,7,0,0,190
2015-06-14,139,1,1,0,141
2015-06-15,116,1,0,0,117
2015-06-16,155,8,0,0,163
2015-06-17,98,3,0,0,101
2015-06-18,88,3,1,0,92
2015-06-19,82,7,5,0,94
2015-06-20,100,5,5,0,110
2015-06-21,89,16,3,0,108
2015-06-22,198,32,6,0,236
2015-06-23,339,24,14,0,377
2015-06-24,175,42,29,0,246
2015-06-25,207,32,48,0,287
2015-06-26,147,30,60,0,237
2015-06-27,270,47,6,0,323
2015-06-28,203,71,40,0,314
2015-06-29,66,100,114,0,280
2015-06-30,97,141,149,0,387
2015-07-01,114,141,261,0,516
2015-07-02,140,116,130,0,386
2015-07-03,230,112,166,0,508
2015-07-04,251,131,201,0,583
2015-07-05,278,183,119,0,580
2015-07-06,192,181,154,0,527
2015-07-07,274,111,55,0,440
2015-07-08,209,65,10,0,284
2015-07-09,137,84,35,0,256
2015-07-10,201,131,101,0,433
2015-07-11,190,133,109,0,432
2015-07-12,127,170,42,0,339
2015-07-13,230,165,28,0,423
2015-07-14,329,48,25,0,402
2015-07-15,219,54,3,0,276
2015-07-16,141,28,1,0,170
2015-07-17,108,40,0,0,148
2015-07-18,130,39,1,0,170
2015-07-19,134,39,0,0,173
2015-07-20,122,18,0,0,140
2015-07-21,167,18,0,0,185
2015-07-22,35,9,0,0,44
2015-07-23,39,3,3,0,45
2015-07-24,132,8,3,0,143
2015-07-25,161,8,3,0,172
2015-07-26,134,8,0,0,142
2015-07-27,172,2,1,0,175
2015-07-28,139,4,0,0,143
2015-07-29,63,0,0,0,63
2015-07-30,168,16,1,0,185
2015-07-31,188,35,0,0,223
2015-08-01,138,111,21,0,270
2015-08-02,223,100,20,0,343
2015-08-03,195,100,9,0,304
2015-08-04,141,93,10,0,244
2015-08-05,145,75,11,0,231
2015-08-06,100,25,9,0,134
2015-08-07,41,15,8,0,64
2015-08-08,75,29,10,0,114
2015-08-09,97,31,22,0,150
2015-08-10,267,50,6,0,323
2015-08-11,229,80,4,0,313
2015-08-12,205,111,8,0,324
2015-08-13,191,68,61,0,320
2015-08-14,84,125,71,0,280
2015-08-15,246,107,47,0,400
2015-08-16,305,130,47,0,482
2015-08-17,325,77,16,0,418
2015-08-18,170,50,14,0,234
2015-08-19,158,71,24,0,253
2015-08-20,123,46,9,0,178
2015-08-21,144,113,62,0,319
2015-08-22,135,148,145,0,428
2015-08-23,203,184,107,0,494
2015-08-24,251,134,46,0,431
2015-08-25,235,96,67,0,398
2015-08-26,242,140,94,0,476
2015-08-27,259,156,87,0,502
2015-08-28,175,103,73,0,351
2015-08-29,179,60,69,0,308
2015-08-30,247,108,26,0,381
2015-08-31,186,215,148,0,549
2015-09-01,139,230,100,0,469
2015-09-02,193,278,1,0,472
2015-09-03,75,100,1,0,176
2015-09-04,267,39,0,0,306
2015-09-05,105,1,0,0,106
2015-09-06,77,1,1,0,79
2015-09-07,36,2,1,0,39
2015-09-08,35,49,1,0,85
2015-09-09,19,5,0,0,24
2015-09-10,54,14,1,0,69
2015-09-11,54,23,5,0,82
2015-09-12,77,35,3,0,115
2015-09-13,116,20,0,0,136
2015-09-14,126,40,0,0,166
2015-09-15,129,41,0,0,170
2015-09-16,139,21,0,0,160
2015-09-17,183,0,0,0,183
2015-09-18,2,0,0,0,2
2015-09-19,3,0,0,0,3
2015-09-20,13,4,0,0,17
2015-09-21,22,5,0,0,27
2015-09-22,18,0,0,0,18
2015-09-23,12,0,0,0,12
2015-09-24,5,0,0,0,5
2015-09-25,6,1,0,0,7
2015-09-26,5,2,0,0,7
2015-09-27,3,0,0,0,3
2015-09-28,6,0,0,0,6
2015-09-29,6,1,0,0,7
2015-09-30,7,0,0,0,7
2015-10-01,11,0,0,0,11
2015-10-02,1,0,0,0,1
2015-10-03,25,0,0,0,25
2015-10-04,49,0,0,0,49
2015-10-05,8,1,0,0,9
2015-10-06,2,1,0,0,3
2015-10-07,4,0,0,0,4
2015-10-08,6,0,0,0,6
2015-10-09,16,0,0,0,16
2015-10-10,38,0,0,0,38
2015-10-11,3,0,0,0,3
2015-10-12,9,0,0,0,9
2015-10-13,47,4,0,0,51
2015-10-14,53,4,0,0,57
2015-10-15,19,0,0,0,19
2015-10-16,17,0,0,0,17
2015-10-17,5,0,0,0,5
2015-10-18,6,0,0,0,6
2015-10-19,11,0,0,0,11
2015-10-20,4,0,0,0,4
2015-10-21,6,0,0,0,6
2015-10-22,5,0,0,0,5
2015-10-24,1,0,0,0,1
2015-10-25,3,0,0,0,3
2015-10-26,1,0,0,0,1
2015-10-30,6,0,0,0,6
2015-10-31,6,0,0,0,6
2015-11-01,1,0,0,0,1
2015-11-06,1,0,0,0,1
2015-11-07,1,0,0,0,1
2015-11-08,1,0,0,0,1
2015-11-10,2,0,0,0,2
2015-11-12,1,0,0,0,1
2015-11-15,1,0,0,0,1
2015-11-20,1,0,0,0,1
2015-11-21,1,0,0,0,1
2015-11-23,1,0,0,0,1
2015-11-26,1,0,0,0,1
2015-11-27,1,0,0,0,1
2015-11-28,3,0,0,0,3
2015-11-29,1,0,0,0,1
2015-12-03,2,0,0,0,2
2015-12-05,1,0,0,0,1
2015-12-06,5,0,0,0,5
2015-12-07,2,0,0,0,2
2015-12-08,3,0,0,0,3
2015-12-09,2,0,0,0,2
2015-12-10,1,0,0,0,1
2015-12-11,1,0,0,0,1
2015-12-12,2,0,0,0,2
2015-12-15,1,0,0,0,1
2015-12-17,1,0,0,0,1
2016-01-01,1,0,0,0,1
2016-01-02,1,0,0,0,1
2016-01-12,1,0,0,0,1
2016-01-13,2,0,0,0,2
2016-01-14,2,0,0,0,2
2016-01-17,1,0,0,0,1
2016-01-18,2,0,0,0,2
2016-01-19,5,0,0,0,5
2016-01-20,4,0,0,0,4
2016-01-21,1,0,0,0,1
2016-01-22,1,0,0,0,1
2016-01-25,2,0,0,0,2
2016-01-28,1,0,0,0,1
2016-01-30,2,0,0,0,2
2016-02-01,1,0,0,0,1
2016-02-02,3,0,0,0,3
2016-02-03,4,0,0,0,4
2016-02-04,0,1,0,0,1
2016-02-05,2,0,0,0,2
2016-02-07,2,0,0,0,2
2016-02-09,4,0,0,0,4
2016-02-10,8,0,0,0,8
2016-02-11,4,0,0,0,4
2016-02-12,10,0,0,0,10
2016-02-13,10,0,0,0,10
2016-02-14,2,0,0,0,2
2016-02-15,1,0,0,0,1
2016-02-16,3,0,0,0,3
2016-02-17,2,0,0,0,2
2016-02-18,9,1,0,0,10
2016-02-19,10,1,0,0,11
2016-02-20,1,0,0,0,1
2016-02-22,22,1,0,0,23
2016-02-23,17,0,0,0,17
2016-02-24,2,0,0,0,2
2016-02-25,5,0,0,0,5
2016-02-26,9,0,0,0,9
2016-02-27,6,1,0,0,7
2016-02-28,12,0,0,0,12
2016-02-29,21,0,0,0,21
2016-03-01,4,0,0,0,4
2016-03-02,1,0,0,0,1
2016-03-03,2,0,0,0,2
2016-03-04,11,0,0,0,11
2016-03-05,29,0,0,0,29
2016-03-07,3,0,0,0,3
2016-03-08,2,0,0,0,2
2016-03-09,1,0,0,0,1
2016-03-10,5,0,0,0,5
2016-03-11,4,0,0,0,4
2016-03-14,23,0,0,0,23
2016-03-15,56,0,0,0,56
2016-03-16,9,1,0,0,10
2016-03-17,15,1,0,0,16
2016-03-18,5,0,0,0,5
2016-03-19,5,1,0,0,6
2016-03-20,9,0,0,0,9
2016-03-21,36,1,0,0,37
2016-03-22,12,0,0,0,12
2016-03-23,33,5,4,0,42
2016-03-24,78,2,0,0,80
2016-03-25,68,0,0,0,68
2016-03-26,18,0,0,0,18
2016-03-27,51,0,0,0,51
2016-03-28,7,0,0,0,7
2016-03-29,7,0,0,0,7
2016-03-30,5,0,0,0,5
2016-03-31,58,0,0,0,58
2016-04-01,46,0,0,0,46
2016-04-02,48,7,2,0,57
2016-04-03,71,0,0,0,71
2016-04-04,46,4,0,0,50
2016-04-05,47,0,0,0,47
2016-04-06,39,0,0,0,39
2016-04-07,7,0,0,0,7
2016-04-08,16,3,0,0,19
2016-04-09,39,3,0,0,42
2016-04-10,35,27,0,0,62
2016-04-11,39,53,0,0,92
2016-04-12,44,38,0,0,82
2016-04-13,60,2,0,0,62
2016-04-14,158,23,0,0,181
2016-04-15,157,9,8,0,174
2016-04-16,21,1,0,0,22
2016-04-17,30,0,0,0,30
2016-04-18,33,1,0,0,34
2016-04-19,65,0,1,0,66
